Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
KIA,Ceed,0.8,Hatchback,0.3540137124873553,0.3323809522219955,Diesel,Manual,0.12348178137651822,0.5460506156331829
Peugeot,5008,0.7142857142857143,Minivan,0.5837360908171294,0.38095238080498867,Petrol,Manual,0.1346153846153846,0.6551466528902598
Volkswagen,Caravelle,0.7428571428571429,Minivan,0.48072383949645947,0.47619047606575965,Diesel,Automatic,0.31172064777327935,0.5932921054097722
Opel,Corsa,0.6285714285714286,Hatchback,0.5661458918736653,0.30952380935941043,Diesel,Manual,0.06882591093117409,0.4985793080394451
Mitsubishi,Carisma,0.45714285714285713,Hatchback,0.8920984601551084,0.42857142843537416,Petrol,Manual,0.008097165991902834,0.5501142124909466
BMW,5 Series,0.8571428571428571,Sedan,0.24468922108575925,0.47619047606575965,Petrol,Automatic,0.3522267206477733,0.5032220922242651
Ford,Galaxy,0.37142857142857144,Minivan,0.6515679442508711,0.5476190475113379,Metan/Propan,Manual,0.0465587044534413,0.3483953326696171
Renault,Scenic,0.6857142857142857,Combi,0.5638979431268967,0.3571428569897959,Diesel,Manual,0.0888663967611336,0.5798280312737943
Volkswagen,Passat,0.7142857142857143,Universal,0.37394627402495223,0.3333333331746032,Petrol,Manual,0.1558502024291498,0.4188078343184477
Opel,Zafira,0.4,Minivan,0.5767112509834775,0.38095238080498867,Petrol,Manual,0.048582995951417005,0.3221957161452398
Renault,Megane,0.7428571428571429,Universal,0.5451275710913791,0.3571428569897959,Diesel,Automatic,0.10931174089068826,0.6731015655468271
Audi,Q5,0.7142857142857143,Crossover,0.4492525570416995,0.47619047606575965,Petrol,Automatic,0.3299595141700405,0.503644163513794
Opel,Astra,0.8285714285714286,Universal,0.2694166573002136,0.30952380935941043,Diesel,Manual,0.13562753036437247,0.4747021322317996
Ford,Focus,0.8285714285714286,Universal,0.39080588962571655,0.3571428569897959,Diesel,Manual,0.16194331983805668,0.6895967145006089
Ford,Ranger,0.8285714285714286,Pickup,0.42677306957401373,0.5238095236961452,Diesel,Manual,0.3107287449392713,0.7532691833209968
Volvo,V60,0.7714285714285715,Universal,0.47426098684949985,0.38095238080498867,Diesel,Manual,0.1700404858299595,0.6506304900922986
Chevrolet,Captiva,0.7142857142857143,Crossover,0.22131055411936607,0.5714285713265307,Metan/Propan,Automatic,0.21558704453441296,0.24685599096429783
Ford,Fusion,0.8,Sedan,0.420029223333708,0.4759523808276077,Hybrid,Automatic,0.2125506072874494,0.6483090979998886
Volkswagen,Polo,0.8285714285714286,Hatchback,0.43126896706755086,0.34523809508219955,Diesel,Manual,0.12246963562753037,0.7612282419235452
Mitsubishi,Outlander,0.6285714285714286,Crossover,0.38181409463864224,0.5619047618004536,Petrol,Automatic,0.15587044534412955,0.335418606687201
Opel,Astra,0.7142857142857143,Universal,0.3435989659435765,0.30952380935941043,Diesel,Manual,0.10931174089068826,0.38462005986659176
Dacia,Duster,0.6857142857142857,SUV,0.2694166573002136,0.3571428569897959,Diesel,Manual,0.1417004048582996,0.2757256671680874
BMW,X5,0.6571428571428571,Universal,0.2806564010340564,0.7142857142176872,Metan/Propan,Automatic,0.32186234817813764,0.26501154981850283
Ford,Edge,0.8571428571428571,SUV,0.33011127346296504,0.47619047606575965,Diesel,Automatic,0.4433198380566802,0.6796478912474233
Ford,C-Max,0.8285714285714286,Hatchback,0.33910306845003935,0.47619047606575965,Plug-in Hybrid,Automatic,0.242914979757085,0.5980675405713013
Renault,Scenic,0.8285714285714286,Minivan,0.32786332471619645,0.34785714270187074,Diesel,Automatic,0.13765182186234817,0.57816989406493
Mercedes,Citan,0.7714285714285715,Minivan,0.47173204450938516,0.3571428569897959,Diesel,Manual,0.12550607287449392,0.6471484019536835
Toyota,Prius,0.6,Hatchback,0.5841294818478139,0.3571428569897959,Hybrid,Automatic,0.1194331983805668,0.48000817130016527
Renault,Kangoo,0.6857142857142857,Combi,0.5279307631785995,0.3571428569897959,Diesel,Manual,0.07489878542510121,0.5426857577952346
KIA,Niro,0.9142857142857143,SUV,0.11391480274249748,0.0,Electric,Automatic,0.4381578947368421,0.35111287536910135
Hyundai,Santa FE,0.9428571428571428,SUV,0.038215128695065756,0.5238095236961452,Diesel,Automatic,0.7388663967611336,0.15640611361821458
Hyundai,Tucson,0.5142857142857142,Crossover,0.4881915252332247,0.47619047606575965,Petrol,Manual,0.08704453441295547,0.33348499761670414
BMW,5 Series,0.2857142857142857,Universal,0.6965269191862425,0.47619047606575965,Metan/Propan,Manual,0.05060728744939271,0.3292962539160099
Honda,Accord,0.9142857142857143,Sedan,0.10531639878610767,0.3571428569897959,Petrol,Automatic,0.3481578947368421,0.32447490110869687
Mercedes,Vito,0.7428571428571429,Minivan,0.37057435090479934,0.5214285713146259,Diesel,Automatic,0.2975708502024291,0.4567942503760655
Ford,Fusion,0.8,Sedan,0.38855794087894796,0.47619047606575965,Hybrid,Automatic,0.2044331983805668,0.5995598640592791
Dacia,Duster,0.8,Crossover,0.19298639991008204,0.3571428569897959,Diesel,Manual,0.17611336032388664,0.2966181959997771
Hyundai,Santa FE,0.9428571428571428,SUV,0.10223670900303473,0.5238095236961452,Diesel,Automatic,0.555668016194332,0.4208591007855591
Renault,Grand Scenic,0.7714285714285715,Minivan,0.3244914015960436,0.3571428569897959,Diesel,Automatic,0.15991902834008098,0.44441349254987894
Opel,Astra,0.7142857142857143,Universal,0.28627627290097785,0.3333333331746032,Petrol,Manual,0.10323886639676114,0.3200431525686414
Ford,Fusion,0.6,Hatchback,0.5504102506462852,0.3333333331746032,Diesel,Automatic,0.0728744939271255,0.4521514661912456
KIA,Sportage,0.8285714285714286,SUV,0.3181971451050916,0.474999999875,Diesel,Automatic,0.3066801619433198,0.5610579180694507
Volkswagen,Passat,0.6285714285714286,Sedan,0.37282229965156793,0.42857142843537416,Petrol,Manual,0.11336032388663968,0.32745954808465255
BMW,X5,0.5714285714285714,SUV,0.24943464089018771,0.7142857142176872,Metan/Propan,Automatic,0.21052631578947367,0.19060776366371385
KIA,Optima,0.8285714285714286,Sedan,0.3608227492413173,0.4011904760479025,Diesel,Automatic,0.21336032388663967,0.636517752680213
Volkswagen,Caddy,0.5714285714285714,Minivan,0.4942115319770709,0.4759523808276077,Metan/Propan,Manual,0.1092914979757085,0.3801883113265363
KIA,Altele,0.8857142857142857,Sedan,0.18033044846577498,0.5616666665623017,Hybrid,Automatic,0.451417004048583,0.44492729399966574
Audi,100,0.17142857142857143,Sedan,0.6740474317185569,0.47238095225532883,Metan/Propan,Manual,0.03340080971659919,0.2757256671680874
Mercedes,A Class,0.5714285714285714,Hatchback,0.2694166573002136,0.3571428569897959,Petrol,Automatic,0.08097165991902834,0.20608390439578805
BMW,5 Series,0.7714285714285715,Sedan,0.298639991008205,0.47619047606575965,Diesel,Automatic,0.4291497975708502,0.4088188137995927
Nissan,Qashqai,0.6857142857142857,Crossover,0.572889738113971,0.3526190474649093,Diesel,Manual,0.1417004048582996,0.5891135996434341
Volkswagen,Touran,0.7428571428571429,Minivan,0.42677306957401373,0.38095238080498867,Diesel,Automatic,0.1659919028340081,0.5264360131483649
Renault,Grand Scenic,0.8571428571428571,Minivan,0.3570866584241879,0.3571428569897959,Diesel,Automatic,0.18016194331983806,0.7353613014652627
KIA,Rio,0.5142857142857142,Universal,0.4065415308530965,0.3333333331746032,Petrol,Manual,0.03643724696356275,0.27727326189636065
Volkswagen,Touran,0.7428571428571429,Minivan,0.404293582106328,0.38095238080498867,Diesel,Automatic,0.1659919028340081,0.4985793080394451
Volkswagen,Golf,0.7142857142857143,Universal,0.2581769135663707,0.3333333331746032,Petrol,Automatic,0.13360323886639677,0.28838780585395996
Toyota,Auris,0.8,Universal,0.5054512757109137,0.42857142843537416,Hybrid,Automatic,0.17408906882591094,0.7806284472672572
Lexus,CT Series,0.7142857142857143,Hatchback,0.322243452849275,0.42857142843537416,Hybrid,Automatic,0.22267206477732793,0.3605619963634338
Volkswagen,Touran,0.6285714285714286,Minivan,0.5211869169382938,0.3333333331746032,Petrol,Automatic,0.12550607287449392,0.4587840150267027
Hyundai,Sonata,0.8571428571428571,Sedan,0.28627627290097785,0.4759523808276077,Metan/Propan,Automatic,0.1862348178137652,0.5891135996434341
Mercedes,E Class,0.9142857142857143,Sedan,0.16376306620209058,0.5102380951214853,Diesel,Automatic,0.6538461538461539,0.5055434843166751
Skoda,Superb,0.7714285714285715,Sedan,0.28964819602113073,0.42857142843537416,Petrol,Automatic,0.21050607287449394,0.39643805597340614
Lexus,RX Series,0.5428571428571428,SUV,0.42677306957401373,0.071428571207483,Metan/Propan,Automatic,0.21052631578947367,0.30849826141387526
Toyota,Avensis Verso,0.5428571428571428,Minivan,0.5166910194447567,0.474999999875,Diesel,Manual,0.12955465587044535,0.3740434499054511
Volkswagen,Golf,0.42857142857142855,Hatchback,0.42677306957401373,0.38095238080498867,Metan/Propan,Manual,0.0465587044534413,0.24919547182625906
Dacia,Sandero,0.6857142857142857,Hatchback,0.404293582106328,0.2857142855442177,Petrol,Manual,0.06578947368421052,0.41500919271268594
Skoda,Superb,0.6571428571428571,Sedan,0.42677306957401373,0.42857142843537416,Petrol,Automatic,0.18421052631578946,0.40429507536310144
Toyota,Prius,0.7714285714285715,Hatchback,0.5471507249634708,0.4280952379590703,Hybrid,Automatic,0.16295546558704455,0.7509920082208231
Volkswagen,Vento,0.2857142857142857,Sedan,0.3233674272226593,0.42857142843537416,Metan/Propan,Manual,0.022267206477732792,0.15144190591290707
Renault,Grand Scenic,0.8,Universal,0.38181409463864224,0.3571428569897959,Diesel,Automatic,0.15991902834008098,0.5891135996434341
Mercedes,C Class,0.6857142857142857,Sedan,0.4992064740923907,0.5238095236961452,Diesel,Automatic,0.20850202429149797,0.51302300963842
BMW,X5,0.8,Crossover,0.41553332584017083,0.5952380951417234,Diesel,Automatic,0.5647773279352226,0.6413449217226587
Volkswagen,Golf,0.6857142857142857,Sedan,0.42677306957401373,0.3333333331746032,Petrol,Automatic,0.14370445344129554,0.43822311363678573
Renault,Captur,0.8285714285714286,Crossover,0.05586152635719906,0.3571428569897959,Diesel,Automatic,0.14878542510121456,0.09664684861074632
Ford,S-Max,0.5714285714285714,Minivan,0.451500505788468,0.42857142843537416,Diesel,Manual,0.0728744939271255,0.34710847400969413
Mercedes,M Class,0.8,Crossover,0.279242441272339,0.5952380951417234,Diesel,Automatic,0.694331983805668,0.43022939996657195
Renault,Megane,0.5142857142857142,Universal,0.044621782623356185,0.3571428569897959,Diesel,Manual,0.022267206477732792,0.028110510644356542
Renault,Megane,0.6571428571428571,Universal,0.2694166573002136,0.3571428569897959,Diesel,Manual,0.05263157894736842,0.25429743246891834
Renault,Megane,0.8571428571428571,Universal,0.19973024615038776,0.3571428569897959,Diesel,Manual,0.10121457489878542,0.410366408527866
Honda,Accord,0.34285714285714286,Sedan,0.42677306957401373,0.47619047606575965,Petrol,Manual,0.025303643724696356,0.21769086485783795
Volkswagen,Touareg,0.6571428571428571,Crossover,0.42677306957401373,0.7142857142176872,Diesel,Automatic,0.19026315789473683,0.40429507536310144
Honda,CR-V,0.6285714285714286,SUV,0.3997976846127908,0.5238095236961452,Diesel,Automatic,0.17609311740890687,0.35133672389229803
Toyota,Avensis,0.6285714285714286,Universal,0.2761605035405193,0.47619047606575965,Diesel,Manual,0.12143724696356276,0.2418996681072563
Volkswagen,Sharan,0.6571428571428571,Minivan,0.42677306957401373,0.4523809522505669,Diesel,Manual,0.1082995951417004,0.40429507536310144
Volkswagen,Passat,0.5428571428571428,Universal,0.2739125547937507,0.4523809522505669,Diesel,Manual,0.05463562753036437,0.19707144097819637
Volkswagen,Transporter,0.4857142857142857,Minivan,0.2694166573002136,0.4523809522505669,Diesel,Manual,0.04757085020242915,0.1730957009773305
Land Rover,Range Rover,0.8285714285714286,SUV,0.2694166573002136,0.7142857142176872,Diesel,Automatic,0.2408906882591093,0.4747021322317996
Opel,Meriva,0.6571428571428571,Hatchback,0.4930875576036866,0.2971428569755102,Diesel,Manual,0.06680161943319839,0.46750836772564996
Dacia,Logan,0.6857142857142857,Sedan,0.12289086208834439,0.3333333331746032,Petrol,Manual,0.02834008097165992,0.12441268780062029
Volkswagen,Touran,0.6285714285714286,Universal,0.42677306957401373,0.3333333331746032,Petrol,Automatic,0.09919028340080972,0.37521389969994345
Mercedes,E Class,0.9142857142857143,Sedan,0.16825896369562773,0.4642857141581633,Diesel,Automatic,0.631578947368421,0.5194718368711349
KIA,Picanto,0.5714285714285714,Hatchback,0.33685511970327076,0.23809523791383222,Petrol,Automatic,0.06639676113360324,0.25831522647501254
Hyundai,i30,0.6571428571428571,Hatchback,0.404293582106328,0.3333333331746032,Petrol,Manual,0.0728744939271255,0.3828668406639324
Mercedes,E Class,0.8,Sedan,0.6021130718219625,0.4759523808276077,Metan/Propan,Automatic,0.2813765182186235,0.9303582372277007
Toyota,Auris,0.6285714285714286,Hatchback,0.6740474317185569,0.3333333331746032,Diesel,Manual,0.08906882591093117,0.594088011270027
Opel,Astra,0.7428571428571429,Universal,0.3320894683601214,0.30952380935941043,Diesel,Manual,0.11133603238866396,0.40910357122959495
Opel,Astra,0.5428571428571428,Hatchback,0.37956614589187365,0.3333333331746032,Petrol,Manual,0.05263157894736842,0.274087037455798
Mercedes,E Class,1.0,Sedan,0.02214229515567045,0.47619047606575965,Petrol,Automatic,0.8279352226720648,0.2757256671680874
Opel,Astra,0.6857142857142857,Hatchback,0.5211869169382938,0.3333333331746032,Petrol,Manual,0.07388663967611336,0.5357215815180046
Fiat,Grande Punto 5D,0.6857142857142857,Hatchback,0.3435989659435765,0.30952380935941043,Diesel,Manual,0.06578947368421052,0.35233160621761656
Volkswagen,Touran,0.5142857142857142,Minivan,0.06260537259750477,0.047619047392290254,Diesel,Automatic,0.09919028340080972,0.04049126847054309
Lexus,NX Series,0.8285714285714286,Crossover,0.4425087108013937,0.5952380951417234,Hybrid,Automatic,0.4433198380566802,0.7811258884299165
Mercedes,A Class,0.8285714285714286,Hatchback,0.2694166573002136,0.3571428569897959,Diesel,Manual,0.2408906882591093,0.4747021322317996
Renault,Laguna,0.42857142857142855,Hatchback,0.7729571765763741,0.42857142843537416,Metan/Propan,Manual,0.04048582995951417,0.453477975958337
Audi,A6,0.5714285714285714,Sedan,0.6021130718219625,0.5714285713265307,Metan/Propan,Manual,0.12348178137651822,0.4637584266532955
Volkswagen,Jetta,0.5714285714285714,Sedan,0.4177812745869394,0.38095238080498867,Petrol,Manual,0.08299595141700405,0.3209928129700819
Renault,Megane,0.5428571428571428,Hatchback,0.7864448690569855,0.38095238080498867,Petrol,Manual,0.05668016194331984,0.5706790153801785
BMW,5 Series,0.5142857142857142,Sedan,0.6920310216927054,0.5952380951417234,Diesel,Automatic,0.14979757085020243,0.47381779238707195
Peugeot,307,0.5428571428571428,Cabriolet,0.4492525570416995,0.47619047606575965,Petrol,Manual,0.05668016194331984,0.3248845585367692
KIA,Sportage,0.7142857142857143,Crossover,0.23569742609868494,0.47619047606575965,Petrol,Automatic,0.23076923076923078,0.26306352848221476
Mercedes,Altele,0.7428571428571429,Minivan,0.06717545239968528,0.5238095236961452,Diesel,Manual,0.14777327935222673,0.08082065853250878
Porsche,Panamera,0.7428571428571429,Hatchback,0.2694166573002136,0.7142857142176872,Diesel,Automatic,0.6862348178137652,0.3314390773859268
Toyota,Rav 4,0.6285714285714286,SUV,0.21096998988423063,0.47619047606575965,Petrol,Automatic,0.1862348178137652,0.18419649323877973
Hyundai,Tucson,0.8857142857142857,SUV,0.30313588850174217,0.474999999875,Diesel,Automatic,0.33805668016194335,0.7492896540197226
KIA,Pride,0.8285714285714286,Hatchback,0.3121276834888165,0.3333333331746032,Petrol,Automatic,0.13562753036437247,0.5503131889560103
Seat,Alhambra,0.5714285714285714,Minivan,0.6515679442508711,0.4523809522505669,Diesel,Manual,0.10020242914979757,0.50206139617806
Honda,CR-V,0.8285714285714286,Crossover,0.23344947735191637,0.38095238080498867,Diesel,Manual,0.3441295546558704,0.41102966341141167
Seat,Ibiza,0.7142857142857143,Universal,0.3418006069461616,0.2857142855442177,Diesel,Manual,0.09210526315789473,0.3825941176768521
Volkswagen,Touran,0.6,Minivan,0.38181409463864224,0.3333333331746032,Petrol,Automatic,0.10526315789473684,0.312867940646647
Mercedes,S Class,0.45714285714285713,Sedan,0.7145105091603912,0.9514285714170069,Diesel,Automatic,0.1700404858299595,0.44008022731071367
Opel,Astra,0.2,Hatchback,0.7931887152972912,0.3333333331746032,Petrol,Manual,0.016194331983805668,0.33624195757711983
Skoda,Octavia,0.7428571428571429,Coupe,0.03787793638305047,0.2857142855442177,Petrol,Manual,0.11740890688259109,0.04451501476405371
Skoda,Octavia,0.5142857142857142,Universal,0.6740474317185569,0.38095238080498867,Petrol,Manual,0.07186234817813765,0.46143703456088553
Lexus,IS Series,0.6571428571428571,Sedan,0.5773856356075081,0.5238095236961452,Diesel,Manual,0.15182186234817813,0.5478642478475338
Nissan,Qashqai+2,0.6857142857142857,SUV,0.38406204338541083,0.3571428569897959,Diesel,Manual,0.1437246963562753,0.39411666388099614
Ford,Focus,0.8285714285714286,Universal,0.38743396650556367,0.3571428569897959,Diesel,Manual,0.1354251012145749,0.6836274205486974
Nissan,Qashqai,0.6,Crossover,0.5841294818478139,0.3571428569897959,Diesel,Manual,0.1194331983805668,0.48000817130016527
Nissan,Qashqai,0.7714285714285715,Crossover,0.11880409126671912,0.3571428569897959,Diesel,Manual,0.20242914979757085,0.16120365727586186
Renault,Captur,0.7714285714285715,Crossover,0.38406204338541083,0.3571428569897959,Diesel,Manual,0.14676113360323886,0.5264360131483649
Mercedes,Vito,0.5428571428571428,Minivan,0.7279982016410026,0.5238095236961452,Diesel,Manual,0.14271255060728744,0.5280746428606542
Volkswagen,Tiguan,0.7714285714285715,SUV,0.28740024727436214,0.3333333331746032,Petrol,Manual,0.22672064777327935,0.3933428665168595
Vaz,2115,0.5428571428571428,Sedan,0.34135101719680794,0.3571428569897959,Petrol,Manual,0.011133603238866396,0.24623033234687827
Ford,Tourneo Connect,0.8,Combi,0.24943464089018771,0.3571428569897959,Diesel,Manual,0.0728744939271255,0.3840569112485375
Hyundai,Getz,0.5142857142857142,Hatchback,0.2401933235922221,0.26190476172902494,Petrol,Manual,0.03825910931174089,0.16275125200413518
Renault,Clio4,0.9142857142857143,Minivan,0.130043835000562,0.2735714283984694,Metan/Propan,Manual,0.14572874493927127,0.4010808401582261
Ford,B-Max,0.7714285714285715,Microvan,0.3233674272226593,0.23809523791383222,Petrol,Manual,0.10222672064777327,0.4428658978216057
Mercedes,E Class,0.6285714285714286,Sedan,0.4519096324603799,0.7142857142176872,Diesel,Automatic,0.10728744939271255,0.3974634480233678
Toyota,Prius,0.7428571428571429,Hatchback,0.3660784534112622,0.42857142843537416,Hybrid,Automatic,0.18016194331983806,0.45122290935428155
Volkswagen,Jetta,0.7714285714285715,Sedan,0.29189614476789927,0.3333333331746032,Hybrid,Automatic,0.14979757085020243,0.3995332454299528
BMW,X3,0.9142857142857143,Crossover,0.22558165673822636,0.4757142855894558,Diesel,Automatic,0.6538461538461539,0.697058331940498
Mitsubishi,Galant,0.22857142857142856,Sedan,0.6660447341800607,0.42857142843537416,Petrol,Manual,0.009109311740890687,0.2920815325963245
BMW,3 Series,0.5142857142857142,Sedan,0.6290884567831854,0.47619047606575965,Metan/Propan,Manual,0.07892712550607288,0.4304851399954191
Mazda,6,0.5142857142857142,Sedan,0.43351691581431945,0.5476190475113379,Metan/Propan,Automatic,0.06376518218623482,0.2958443986356405
BMW,X5,0.8285714285714286,Crossover,0.43126896706755086,0.5952380951417234,Diesel,Automatic,0.5809514170040486,0.7612282419235452
Renault,Megane,0.7428571428571429,Universal,0.48297178824322806,0.3571428569897959,Diesel,Manual,0.10526315789473684,0.5960777759206641
Nissan,Almera,0.2857142857142857,Hatchback,0.4492525570416995,0.3333333331746032,Metan/Propan,Manual,0.02327935222672065,0.21144096307058033
Renault,Scenic,0.7714285714285715,Hatchback,0.5504102506462852,0.3571428569897959,Diesel,Automatic,0.12246963562753037,0.7554800329328158
BMW,7 Series,0.11428571428571428,Sedan,0.06710127009104193,0.8333333332936509,Petrol,Manual,0.018218623481781375,0.023274277118502423
Dodge,Caliber,0.6,Hatchback,0.4380128133078566,0.47619047606575965,Petrol,Automatic,0.0931174089068826,0.3592957824948465
Volkswagen,Bora,0.4,Universal,0.6066089693154996,0.4523809522505669,Diesel,Manual,0.07894736842105263,0.33903636059745035
Dacia,Sandero Stepway,0.8857142857142857,Hatchback,0.19523434865685063,0.21428571409863947,Petrol,Manual,0.12550607287449392,0.48186528497409326
Mercedes,E Class,0.7714285714285715,Sedan,0.21973698999662808,0.5102380951214853,Diesel,Automatic,0.3825910931174089,0.30017766387480577
Dacia,Sandero,0.6285714285714286,Hatchback,0.5076992244576823,0.3333333331746032,Petrol,Manual,0.043522267206477734,0.4468454271228799
BMW,7 Series,0.9142857142857143,Sedan,0.19073845116331348,0.7142857142176872,Diesel,Automatic,0.8967611336032388,0.5891135996434341
Nissan,Qashqai,0.8857142857142857,SUV,0.2808811959087333,0.3571428569897959,Diesel,Manual,0.2771255060728745,0.6941333779040615
BMW,5 Series,0.14285714285714285,Sedan,0.7227245138810835,0.4166666665277778,Petrol,Manual,0.02834008097165992,0.28619799108225996
Opel,Zafira,0.42857142857142855,Minivan,0.9215465887377767,0.42857142843537416,Metan/Propan,Manual,0.020242914979757085,0.5411602715630794
Mercedes,Series (W124),0.14285714285714285,Sedan,0.8656648308418569,0.47619047606575965,Petrol,Manual,0.0010121457489878543,0.34333748488099797
Renault,Megane,0.4857142857142857,Hatchback,0.38181409463864224,0.3333333331746032,Metan/Propan,Manual,0.0465587044534413,0.24640281968501399
Opel,Astra,0.6,Hatchback,0.5841294818478139,0.3333333331746032,Petrol,Manual,0.04149797570850203,0.48000817130016527
KIA,Sportage,0.9428571428571428,Crossover,0.09632460379903338,0.38095238080498867,Petrol,Automatic,0.354251012145749,0.39643805597340614
Volkswagen,Golf,0.7428571428571429,Universal,0.3750702483983365,0.3333333331746032,Petrol,Manual,0.10728744939271255,0.46236559139784944
Honda,Jazz,0.7428571428571429,Hatchback,0.298639991008205,0.3333333331746032,Hybrid,Automatic,0.14977732793522266,0.36765279402752243
Opel,Meriva,0.6857142857142857,Hatchback,0.4087894795998651,0.3333333331746032,Metan/Propan,Manual,0.06880566801619434,0.4196519768975059
Volkswagen,Golf,0.45714285714285713,Universal,0.6852871754523997,0.4523809522505669,Diesel,Manual,0.07186234817813765,0.4219733689899159
Audi,Q5,0.9142857142857143,Crossover,0.044621782623356185,0.47619047606575965,Petrol,Automatic,0.6558704453441295,0.13644214162348878
Volkswagen,Passat,0.8285714285714286,Sedan,0.19073845116331348,0.42857142843537416,Petrol,Automatic,0.22672064777327935,0.335418606687201
BMW,X5,0.8571428571428571,SUV,0.3638305046644936,0.47619047606575965,Plug-in Hybrid,Automatic,0.5949392712550607,0.7492896540197226
Toyota,Corolla Verso,0.6571428571428571,Minivan,0.3125772732381702,0.4271428570064626,Petrol,Manual,0.1396761133603239,0.29543964309132287
Toyota,Auris,0.8285714285714286,Hatchback,0.3348791727548612,0.3333333331746032,Diesel,Manual,0.1562753036437247,0.5905900050142069
Skoda,Fabia,0.8571428571428571,Universal,0.39080588962571655,0.3333333331746032,Diesel,Manual,0.15384615384615385,0.805003064237562
Hyundai,Tucson,0.8857142857142857,SUV,0.2581769135663707,0.474999999875,Diesel,Automatic,0.34210526315789475,0.6378628335840437
Toyota,Rav 4,0.9428571428571428,SUV,0.037315949196358326,0.5921428570457484,Hybrid,Automatic,0.5647773279352226,0.1526918862703586
Volkswagen,Passat,0.8,Sedan,0.3570866584241879,0.47619047606575965,Diesel,Automatic,0.20850202429149797,0.5508106301186696
Volkswagen,Passat,0.8857142857142857,Sedan,0.1423176351579184,0.4280952379590703,Petrol,Automatic,0.39068825910931176,0.35071591732129925
Renault,Scenic,0.8,Minivan,0.5166910194447567,0.3571428569897959,Diesel,Manual,0.12550607287449392,0.7980388879603321
Honda,Jazz,0.45714285714285713,Minivan,0.7190064066539283,0.3333333331746032,Petrol,Manual,0.05465587044534413,0.4428658978216057
Renault,Grand Scenic,0.8,Minivan,0.45712037765538943,0.3571428569897959,Diesel,Manual,0.1680161943319838,0.7057635522870355
Toyota,Corolla,0.6285714285714286,Sedan,0.6425761492637968,0.3333333331746032,Diesel,Automatic,0.12550607287449392,0.5662313061611073
Ford,Fiesta 5D,0.7142857142857143,Hatchback,0.44026076205462517,0.30952380935941043,Petrol,Manual,0.06174089068825911,0.4935144525650961
Vaz,2121niva,0.7142857142857143,SUV,0.02214229515567045,0.4047619046201814,Metan/Propan,Manual,0.1194331983805668,0.022482893450635387
Lexus,IS Series,0.8,Sedan,0.3503428121838822,0.5952380951417234,Hybrid,Automatic,0.41295546558704455,0.5403643657028246
Audi,A6,0.5714285714285714,Universal,0.7010228166797797,0.47619047606575965,Diesel,Automatic,0.15991902834008098,0.5403643657028246
Honda,CR-V,0.6285714285714286,SUV,0.2761605035405193,0.5714285713265307,Petrol,Automatic,0.18016194331983806,0.2418996681072563
Mercedes,Viano,0.7428571428571429,Minivan,0.48521973698999665,0.5238095236961452,Diesel,Manual,0.31172064777327935,0.5988634464315561
Ford,Focus,0.8285714285714286,Sedan,0.19298639991008204,0.4759523808276077,Petrol,Automatic,0.1194331983805668,0.3393981359884753
Chevrolet,Trax,0.8,Universal,0.1462290659772957,0.3333333331746032,Petrol,Manual,0.145748987854251,0.2241907627165859
Renault,Grand Scenic,0.7714285714285715,Minivan,0.4492525570416995,0.3571428569897959,Diesel,Manual,0.12753036437246965,0.6161965073882173
Volkswagen,Golf,0.6285714285714286,Universal,0.4942115319770709,0.3333333331746032,Petrol,Manual,0.08502024291497975,0.43490683921905715
Dacia,Logan,0.5714285714285714,Sedan,0.4850578846802293,0.3333333331746032,Metan/Propan,Manual,0.038461538461538464,0.37309877987631623
Audi,A5,0.8285714285714286,Sedan,0.30313588850174217,0.47619047606575965,Diesel,Automatic,0.37044534412955465,0.5343950717509133
Infiniti,Q Series,0.8571428571428571,Crossover,0.20197819489715635,0.3571428569897959,Diesel,Automatic,0.3016194331983806,0.41500919271268594
BMW,X3,0.6,SUV,0.4604923007755423,0.47619047606575965,Diesel,Manual,0.18016194331983806,0.3778669192341263
Hyundai,IONIQ,0.8857142857142857,Hatchback,0.214249747105766,0.3761904760419501,Hybrid,Automatic,0.24412955465587044,0.5289932586773636
Skoda,Octavia,0.7428571428571429,Universal,0.5391705069124424,0.47619047606575965,Diesel,Manual,0.1862348178137652,0.6657195386929634
Skoda,Octavia,0.37142857142857144,Sedan,0.8083286501067776,0.4523809522505669,Diesel,Manual,0.06880566801619434,0.43285565139876997
Renault,Megane,0.5714285714285714,Universal,0.2806564010340564,0.3571428569897959,Diesel,Manual,0.06376518218623482,0.21478912474232548
Lexus,GS Series,0.8,Sedan,0.3997976846127908,0.5952380951417234,Hybrid,Automatic,0.41700404858299595,0.6169703047523539
Toyota,C-HR,0.9142857142857143,Crossover,0.18399460492300776,0.42857142843537416,Hybrid,Automatic,0.34210526315789475,0.5682210708117443
Opel,Corsa,0.6,Hatchback,0.44728335393953017,0.30952380935941043,Diesel,Manual,0.06477732793522267,0.3669545192861255
Mercedes,B Class,0.6285714285714286,Hatchback,0.5504102506462852,0.3571428569897959,Petrol,Manual,0.09817813765182186,0.4846509554849852
Honda,Insight,0.6571428571428571,Hatchback,0.38630999213217937,0.30952380935941043,Hybrid,Automatic,0.10526315789473684,0.3657242529045972
Skoda,Superb,0.8571428571428571,Sedan,0.48297178824322806,0.46857142844489796,Diesel,Automatic,0.3319838056680162,0.9953572158151801
