Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),km_year
Volkswagen,Jetta,0.7714285714285715,Sedan,0.4447566595481623,0.3333333331746032,Hybrid,Automatic,0.15789473684210525,0.6100061284751239
KIA,Rio,0.5142857142857142,Universal,0.4120579970776666,0.30952380935941043,Petrol,Manual,0.038461538461538464,0.2810710593595434
BMW,X6,0.7714285714285715,Crossover,0.23344947735191637,0.7092857142164967,Petrol,Automatic,0.6133603238866396,0.31905831955974023
Toyota,Corolla,0.5714285714285714,Hatchback,0.267168708553445,0.38095238080498867,Petrol,Automatic,0.10323886639676114,0.20434286032648058
Opel,Corsa,0.6,Hatchback,0.635832303023491,0.30952380935941043,Diesel,Manual,0.05868421052631579,0.5227217858005089
Toyota,Auris,0.8857142857142857,Hatchback,0.32786332471619645,0.42857142843537416,Hybrid,Automatic,0.22874493927125505,0.8105744052593459
Nissan,Qashqai,0.6571428571428571,Crossover,0.4537484545352366,0.4738095236842404,Petrol,Manual,0.13157894736842105,0.4300089570021043
Ford,C-Max,0.8571428571428571,Microvan,0.3166235809823536,0.3571428569897959,Diesel,Manual,0.1700404858299595,0.6517911861385035
Renault,Megane,0.7714285714285715,Minivan,0.4942115319770709,0.3571428569897959,Diesel,Manual,0.08906882591093117,0.6781002965191499
Renault,Grand Scenic,0.6285714285714286,Hatchback,0.521213892323255,0.3571428569897959,Diesel,Manual,0.06275303643724696,0.4588078922025103
KIA,Sorento,0.9142857142857143,SUV,0.08733056086321232,0.47619047606575965,Diesel,Automatic,0.4898785425101215,0.2687545267145802
Nissan,Qashqai,0.8,Crossover,0.49196358323030237,0.3571428569897959,Diesel,Manual,0.21050607287449394,0.7597359184355674
Land Rover,Freelander,0.6,SUV,0.6740474317185569,0.5238095236961452,Diesel,Automatic,0.17408906882591094,0.5542927182572845
Mazda,626,0.22857142857142856,Sedan,0.6740474317185569,0.047619047392290254,Metan/Propan,Manual,0.3522267206477733,0.29562331367445854
Toyota,Prius,0.7142857142857143,Hatchback,0.2716646060469821,0.42857142843537416,Hybrid,Automatic,0.14777327935222673,0.3035823722770071
Hyundai,Matrix,0.5142857142857142,Universal,0.5616499943801281,0.3571428569897959,Diesel,Manual,0.06882591093117409,0.38405729814721956
Toyota,Auris,0.8,Universal,0.4492525570416995,0.3309523807930839,Diesel,Manual,0.16194331983805668,0.6935762438018831
Audi,Q5,0.7714285714285715,SUV,0.32111947847589073,0.47619047606575965,Petrol,Automatic,0.3491902834008097,0.439770708365059
Volkswagen,Caddy,0.7714285714285715,Universal,0.39080588962571655,0.47619047606575965,Diesel,Manual,0.18319838056680163,0.5357215815180046
Volkswagen,Golf,0.6571428571428571,Universal,0.4492525570416995,0.3333333331746032,Petrol,Manual,0.08502024291497975,0.42572331006227043
Nissan,Qashqai,0.6,Crossover,0.3091154321681466,0.3571428569897959,Diesel,Manual,0.1214574898785425,0.2528088844318161
Opel,Astra,0.7142857142857143,Universal,0.4797077666629201,0.30952380935941043,Diesel,Manual,0.10222672064777327,0.5379534944970344
Toyota,Yaris,0.5714285714285714,Sedan,0.4337327188940092,0.3571428569897959,Petrol,Manual,0.06275303643724696,0.3333472616858878
Opel,Calibra,0.17142857142857143,Coupe,0.8988423063954142,0.47619047606575965,Metan/Propan,Manual,0.020242914979757085,0.36858135086448646
Renault,Kadjar,0.8571428571428571,Crossover,0.33781049792064743,0.3571428569897959,Diesel,Automatic,0.29129554655870443,0.6955494270804315
Ford,Fusion,0.9142857142857143,Sedan,0.23569742609868494,0.47619047606575965,Hybrid,Automatic,0.291497975708502,0.7283971251880328
Volkswagen,Passat,0.4,Combi,0.42902101832078227,0.42857142843537416,Metan/Propan,Automatic,0.06578947368421052,0.23900546497905684
Renault,Clio,0.34285714285714286,Hatchback,0.290655277059683,0.38095238080498867,Petrol,Automatic,0.036417004048582995,0.1474083978680335
Renault,Grand Espace,0.8285714285714286,Minivan,0.3773181971451051,0.38095238080498867,Diesel,Automatic,0.36538461538461536,0.6657195386929634
BMW,3 Series,0.22857142857142856,Sedan,0.404293582106328,0.38095238080498867,Petrol,Manual,0.03643724696356275,0.17623743463623123
Skoda,Yeti,0.8285714285714286,Crossover,0.33685511970327076,0.3333333331746032,Petrol,Automatic,0.21052631578947367,0.594088011270027
Land Rover,Discovery,0.6,SUV,0.5009553782173767,0.6428571427721089,Diesel,Automatic,0.291497975708502,0.41129496536482996
